timestamp,sender_ip,sender_mac,target_ip,target_mac,operation
2026-08-21 19:49:27,172.25.240.1,e6:db:ae:f4:fe:62,172.25.247.168,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.229.75,3c:e9:f7:d3:5a:0e,172.25.225.226,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.225.226,58:20:59:8f:8c:9a,172.25.229.75,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.224.1,e6:db:ae:f4:fe:62,172.25.225.7,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.241.0,a8:e2:91:ca:8a:b8,172.25.240.106,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.224.107,f4:6a:dd:58:80:55,172.25.230.196,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.224.1,e6:db:ae:f4:fe:62,172.25.227.237,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.243.107,8e:e4:d2:16:42:62,172.25.240.1,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.241.77,04:e8:b9:00:ef:8d,172.25.247.252,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.224.1,e6:db:ae:f4:fe:62,172.25.230.164,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.241.167,64:bc:58:9c:22:23,172.25.243.170,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.241.167,64:bc:58:9c:22:23,172.25.242.87,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.241.167,64:bc:58:9c:22:23,172.25.240.106,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.242.247,ce:35:f0:47:86:3f,172.25.242.247,ff:ff:ff:ff:ff:ff,request
2026-08-21 19:49:27,172.25.224.1,e6:db:ae:f4:fe:62,172.25.226.85,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.225.103,0c:bd:75:a3:a3:55,172.25.224.1,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.227.182,e4:c7:67:e7:5a:5e,172.25.224.1,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.224.1,e6:db:ae:f4:fe:62,172.25.228.170,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.240.204,cc:fa:97:af:fb:11,172.25.241.107,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.182.25,3a:50:ad:11:95:b1,172.25.182.25,ff:ff:ff:ff:ff:ff,request
2026-08-21 19:49:27,172.25.245.105,ca:38:7c:2c:44:06,172.25.240.1,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.244.89,c0:35:32:60:05:27,172.25.242.121,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.240.202,58:1c:f8:20:80:af,172.25.241.148,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.243.97,74:3a:f4:10:e9:79,169.254.169.254,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.182.251,16:4d:c1:87:50:36,172.25.182.251,ff:ff:ff:ff:ff:ff,reply
2026-08-21 19:49:27,172.25.243.213,08:eb:21:40:f6:50,172.25.243.17,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.224.1,e6:db:ae:f4:fe:62,172.25.226.248,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.240.1,e6:db:ae:f4:fe:62,172.25.246.238,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.245.105,ca:38:7c:2c:44:06,172.25.240.1,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.240.1,e6:db:ae:f4:fe:62,172.25.246.116,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.229.127,fc:1d:2a:65:5f:76,172.25.224.1,ff:ff:ff:ff:ff:ff,request
2026-08-21 19:49:27,172.25.226.110,40:d1:33:eb:89:6c,172.25.224.1,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.182.81,02:69:79:43:1e:2b,172.25.182.81,ff:ff:ff:ff:ff:ff,request
2026-08-21 19:49:27,172.25.224.1,e6:db:ae:f4:fe:62,172.25.228.186,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.224.1,e6:db:ae:f4:fe:62,172.25.228.68,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.227.124,c4:49:3e:71:8e:90,172.25.227.124,ff:ff:ff:ff:ff:ff,reply
2026-08-21 19:49:27,172.25.245.19,e6:0e:4d:d0:c8:34,172.25.240.1,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.244.89,c0:35:32:60:05:27,172.25.242.121,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.224.1,e6:db:ae:f4:fe:62,172.25.224.228,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.228.231,f6:1e:42:a8:ed:3d,172.25.228.231,ff:ff:ff:ff:ff:ff,reply
2026-08-21 19:49:27,172.25.228.231,f6:1e:42:a8:ed:3d,172.25.224.1,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.240.1,e6:db:ae:f4:fe:62,172.25.242.151,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.240.1,e6:db:ae:f4:fe:62,172.25.246.26,00:00:00:00:00:00,request
2026-08-21 19:49:27,0.0.0.0,f4:c8:8a:b8:fe:66,172.25.245.109,00:00:00:00:00:00,request
2026-08-21 19:49:27,172.25.240.204,cc:fa:97:af:fb:11,172.25.243.116,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.245.131,54:9a:8f:9b:dd:6d,172.25.240.1,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.241.167,64:bc:58:9c:22:23,172.25.243.170,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.224.1,e6:db:ae:f4:fe:62,172.25.228.201,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.224.1,e6:db:ae:f4:fe:62,172.25.231.4,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.240.202,58:1c:f8:20:80:af,172.25.241.148,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.240.202,58:1c:f8:20:80:af,172.25.241.61,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.240.1,e6:db:ae:f4:fe:62,172.25.241.218,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.224.107,f4:6a:dd:58:80:55,172.25.230.196,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.241.0,a8:e2:91:ca:8a:b8,172.25.240.106,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.241.0,a8:e2:91:ca:8a:b8,172.25.242.87,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.227.182,e4:c7:67:e7:5a:5e,172.25.224.1,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.224.1,e6:db:ae:f4:fe:62,172.25.227.237,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.229.173,58:43:ab:91:47:13,172.25.224.1,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.240.1,e6:db:ae:f4:fe:62,172.25.242.103,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.224.1,e6:db:ae:f4:fe:62,172.25.230.203,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.228.191,58:02:05:35:a5:d0,172.25.227.254,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.241.77,04:e8:b9:00:ef:8d,172.25.247.252,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.231.26,26:f7:dc:62:3a:fd,172.25.224.1,e6:db:ae:f4:fe:62,request
2026-08-21 19:49:28,172.25.240.1,e6:db:ae:f4:fe:62,172.25.240.116,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.240.1,e6:db:ae:f4:fe:62,172.25.244.237,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.241.167,64:bc:58:9c:22:23,172.25.244.8,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.178.110,c2:8b:44:63:55:36,172.25.160.1,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.241.78,36:b4:4f:d6:f8:bf,172.25.241.78,ff:ff:ff:ff:ff:ff,reply
2026-08-21 19:49:28,172.25.231.26,26:f7:dc:62:3a:fd,172.25.224.1,e6:db:ae:f4:fe:62,request
2026-08-21 19:49:28,172.25.240.204,cc:fa:97:af:fb:11,172.25.241.107,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.224.1,e6:db:ae:f4:fe:62,172.25.230.67,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.224.1,e6:db:ae:f4:fe:62,172.25.225.161,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.240.1,e6:db:ae:f4:fe:62,172.25.241.210,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.182.81,02:69:79:43:1e:2b,172.25.182.81,ff:ff:ff:ff:ff:ff,request
2026-08-21 19:49:28,172.25.243.213,08:eb:21:40:f6:50,172.25.243.17,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.240.1,e6:db:ae:f4:fe:62,172.25.246.238,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.224.1,e6:db:ae:f4:fe:62,172.25.228.202,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.240.1,e6:db:ae:f4:fe:62,172.25.246.206,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.224.1,e6:db:ae:f4:fe:62,172.25.225.162,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.224.1,e6:db:ae:f4:fe:62,172.25.225.7,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.240.1,e6:db:ae:f4:fe:62,172.25.246.116,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.224.1,e6:db:ae:f4:fe:62,172.25.229.25,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.242.23,22:2f:6a:9d:4f:6c,172.25.242.23,ff:ff:ff:ff:ff:ff,request
2026-08-21 19:49:28,0.0.0.0,f4:c8:8a:b8:fe:66,172.25.245.109,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.242.23,22:2f:6a:9d:4f:6c,172.25.240.1,00:00:00:00:00:00,request
2026-08-21 19:49:28,172.25.231.26,26:f7:dc:62:3a:fd,172.25.224.1,00:00:00:00:00:00,request
