timestamp,sender_ip,sender_mac,target_ip,target_mac,operation
2026-08-21 21:18:00,172.25.226.31,78:2b:46:0f:05:ff,172.25.224.1,00:00:00:00:00:00,request
2026-08-21 21:18:00,172.25.224.151,ac:19:8e:13:90:43,169.254.169.254,00:00:00:00:00:00,request
2026-08-21 21:18:00,172.25.227.205,ae:dd:37:e6:16:13,172.25.224.1,00:00:00:00:00:00,request
2026-08-21 21:18:00,172.25.227.205,ae:dd:37:e6:16:13,172.25.224.1,00:00:00:00:00:00,request
2026-08-21 21:18:00,172.25.233.200,e8:f7:91:b9:63:a6,172.25.238.142,00:00:00:00:00:00,request
2026-08-21 21:18:00,172.25.237.118,d4:8a:39:30:76:86,172.25.237.118,ff:ff:ff:ff:ff:ff,request
2026-08-21 21:18:00,172.25.161.244,7c:6c:f0:4a:49:00,172.25.160.1,00:00:00:00:00:00,request
2026-08-21 21:18:00,172.25.234.250,bc:cd:99:3a:10:ce,172.25.232.1,00:00:00:00:00:00,request
2026-08-21 21:18:00,172.25.226.92,18:93:41:8e:e7:f7,172.25.229.53,00:00:00:00:00:00,request
2026-08-21 21:18:00,172.25.228.165,ee:bc:ef:cd:13:bb,172.25.228.165,00:00:00:00:00:00,request
2026-08-21 21:18:00,172.25.232.1,e6:db:ae:f4:fe:62,172.25.238.122,00:00:00:00:00:00,request
2026-08-21 21:18:00,172.25.232.1,e6:db:ae:f4:fe:62,172.25.236.11,00:00:00:00:00:00,request
2026-08-21 21:18:00,0.0.0.0,40:1a:58:2e:f7:e2,172.25.225.44,00:00:00:00:00:00,request
2026-08-21 21:18:00,172.25.225.120,4a:15:35:11:87:cb,172.25.225.120,ff:ff:ff:ff:ff:ff,request
2026-08-21 21:18:00,172.25.229.53,64:49:7d:61:d6:7c,172.25.226.92,00:00:00:00:00:00,request
2026-08-21 21:18:00,172.25.224.1,e6:db:ae:f4:fe:62,172.25.229.211,00:00:00:00:00:00,request
2026-08-21 21:18:00,172.25.227.182,e4:c7:67:e7:5a:5e,172.25.224.1,00:00:00:00:00:00,request
2026-08-21 21:18:00,172.25.224.1,e6:db:ae:f4:fe:62,172.25.231.166,00:00:00:00:00:00,request
2026-08-21 21:18:00,172.25.235.69,6a:6c:d6:33:fa:f2,172.25.232.1,00:00:00:00:00:00,request
2026-08-21 21:18:00,172.25.224.1,e6:db:ae:f4:fe:62,172.25.224.111,00:00:00:00:00:00,request
2026-08-21 21:18:00,172.25.232.1,e6:db:ae:f4:fe:62,172.25.235.24,00:00:00:00:00:00,request
2026-08-21 21:18:00,172.25.227.49,46:e6:73:39:57:9b,172.25.227.49,ff:ff:ff:ff:ff:ff,request
2026-08-21 21:18:00,172.25.228.165,ee:bc:ef:cd:13:bb,172.25.228.165,00:00:00:00:00:00,request
2026-08-21 21:18:00,172.25.236.8,34:05:57:8a:61:37,172.25.232.1,ff:ff:ff:ff:ff:ff,request
2026-08-21 21:18:00,172.25.232.1,e6:db:ae:f4:fe:62,172.25.237.129,00:00:00:00:00:00,request
2026-08-21 21:18:00,172.25.224.72,00:9c:c0:d9:dc:d9,172.25.230.89,00:00:00:00:00:00,request
2026-08-21 21:18:00,172.25.224.72,00:9c:c0:d9:dc:d9,172.25.225.41,00:00:00:00:00:00,request
2026-08-21 21:18:01,172.25.226.31,78:2b:46:0f:05:ff,172.25.226.79,00:00:00:00:00:00,request
2026-08-21 21:18:01,172.25.234.200,ac:c0:48:e5:f9:8f,172.25.232.1,00:00:00:00:00:00,request
2026-08-21 21:18:01,172.25.224.1,e6:db:ae:f4:fe:62,172.25.227.95,00:00:00:00:00:00,request
2026-08-21 21:18:01,172.25.235.185,a4:42:3b:5e:5c:9a,172.25.236.79,00:00:00:00:00:00,request
2026-08-21 21:18:01,172.25.167.198,ba:5b:6b:a8:2d:4e,172.25.160.1,00:00:00:00:00:00,request
2026-08-21 21:18:01,172.25.228.43,74:12:b3:65:98:77,172.25.231.39,00:00:00:00:00:00,request
2026-08-21 21:18:01,172.25.231.118,9c:c7:d3:b6:13:3c,172.25.231.118,00:00:00:00:00:00,request
2026-08-21 21:18:01,172.25.228.165,ee:bc:ef:cd:13:bb,172.25.228.165,00:00:00:00:00:00,request
2026-08-21 21:18:01,172.25.228.165,ee:bc:ef:cd:13:bb,172.25.224.1,00:00:00:00:00:00,request
2026-08-21 21:18:01,172.25.224.1,e6:db:ae:f4:fe:62,172.25.226.1,00:00:00:00:00:00,request
2026-08-21 21:18:01,172.25.227.205,ae:dd:37:e6:16:13,172.25.224.1,00:00:00:00:00:00,request
2026-08-21 21:18:01,0.0.0.0,04:ec:d8:c4:79:0d,172.25.235.210,00:00:00:00:00:00,request
2026-08-21 21:18:01,172.25.224.1,e6:db:ae:f4:fe:62,172.25.229.158,00:00:00:00:00:00,request
2026-08-21 21:18:01,172.25.233.115,5c:13:ac:4a:71:d1,172.25.233.115,ff:ff:ff:ff:ff:ff,request
2026-08-21 21:18:01,172.25.224.1,e6:db:ae:f4:fe:62,172.25.230.109,00:00:00:00:00:00,request
2026-08-21 21:18:01,172.25.232.92,20:79:18:63:0d:c6,172.25.232.1,00:00:00:00:00:00,request
2026-08-21 21:18:01,172.25.228.165,ee:bc:ef:cd:13:bb,172.25.224.1,00:00:00:00:00:00,request
2026-08-21 21:18:01,172.25.236.15,32:56:a8:d8:46:71,172.25.236.15,ff:ff:ff:ff:ff:ff,reply
2026-08-21 21:18:01,172.25.225.85,48:8a:e8:14:d7:f5,172.25.225.85,ff:ff:ff:ff:ff:ff,reply
2026-08-21 21:18:01,172.25.226.6,8c:17:59:ed:12:d2,172.25.224.1,00:00:00:00:00:00,request
2026-08-21 21:18:01,172.25.235.96,60:ff:9e:f0:71:ea,172.25.236.189,00:00:00:00:00:00,request
2026-08-21 21:18:01,172.25.224.151,ac:19:8e:13:90:43,169.254.169.254,00:00:00:00:00:00,request
2026-08-21 21:18:01,172.25.232.32,74:97:79:ed:39:0d,172.25.232.32,00:00:00:00:00:00,request
2026-08-21 21:18:01,172.25.224.1,e6:db:ae:f4:fe:62,172.25.224.115,00:00:00:00:00:00,request
2026-08-21 21:18:01,172.25.225.85,48:8a:e8:14:d7:f5,172.25.224.1,ff:ff:ff:ff:ff:ff,request
2026-08-21 21:18:01,172.25.224.45,80:84:89:7a:94:37,172.25.227.116,00:00:00:00:00:00,request
2026-08-21 21:18:01,172.25.224.1,e6:db:ae:f4:fe:62,172.25.226.79,00:00:00:00:00:00,request
